user_id,membership_type,total_order_cnt,total_cost,avg_coupon_amt,avg_point_amt,weekly_order_cnt,monthly_order_cnt,avg_cost,avg_item_cost,last_date
xZwdpCOBzPEg0QC,100,1.0,18000.0,0.0,0.0,1.0,1.0,18000.0,12000.0,2020-03-09
MCwY7dgO3aZLRoo,300,93.0,3382400.0,-333.3333333333333,0.0,3.576923076923077,15.5,36369.89,29820.43,2020-06-27
ni49Avz1CrhYnmZ,100,2.0,62500.0,0.0,0.0,2.0,2.0,31250.0,14500.0,2020-01-28
xFT0RrOpHgnIBIN,300,30.0,882800.0,-216.66666666666666,0.0,1.5789473684210527,6.0,29426.67,24576.67,2020-06-30
4yP68LMhjGDZlvv,100,1.0,17800.0,-5000.0,0.0,1.0,1.0,17800.0,0.0,2020-03-10
mKIGw9ckxWktie9,100,1.0,30000.0,0.0,0.0,1.0,1.0,30000.0,24000.0,2020-03-19
qo2G3je5IyldRJr,100,1.0,22900.0,0.0,0.0,1.0,1.0,22900.0,0.0,2020-06-15
p3Bd45UVOQA0af1,100,1.0,16500.0,0.0,0.0,1.0,1.0,16500.0,10000.0,2020-02-19
lqHLMBNJuZsj5lE,100,1.0,44500.0,0.0,0.0,1.0,1.0,44500.0,38000.0,2020-02-02
YRMNMZiGf83Fu2f,100,1.0,14500.0,0.0,0.0,1.0,1.0,14500.0,6000.0,2020-01-12
K1YJFhIe22strRn,100,1.0,29000.0,0.0,0.0,1.0,1.0,29000.0,16000.0,2020-06-04
CEzuX6s2JwYIVk4,100,1.0,41500.0,-5000.0,0.0,1.0,1.0,41500.0,34000.0,2020-03-05
aAIXKdsHG37K6oC,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,35000.0,2020-02-23
V4xGhpjZhufgoBF,100,1.0,11000.0,0.0,0.0,1.0,1.0,11000.0,3000.0,2020-01-05
UMSbZjC2NUORqs4,100,1.0,58500.0,0.0,0.0,1.0,1.0,58500.0,0.0,2020-01-11
SVM6GCYmwmCbKrW,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,22000.0,2020-02-12
28FiXE8Hx0cQVOd,300,2.0,49000.0,-3500.0,0.0,1.0,1.0,24500.0,13500.0,2020-05-31
vWXkGsZ2c4AG1Uq,100,1.0,45000.0,0.0,0.0,1.0,1.0,45000.0,39000.0,2020-01-07
30Zft06IKR2uheR,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-06-02
Hrb5Rc2mH9FpO3D,100,1.0,35780.0,0.0,0.0,1.0,1.0,35780.0,0.0,2020-05-19
64Mlpy7DzFWypQ3,100,1.0,24500.0,0.0,0.0,1.0,1.0,24500.0,17000.0,2020-02-01
BVuISL9fRwVrqTg,100,1.0,46000.0,0.0,0.0,1.0,1.0,46000.0,0.0,2020-01-29
Bi9Y7HhkofQRT2I,100,1.0,29000.0,0.0,0.0,1.0,1.0,29000.0,24000.0,2020-04-05
YsXpXAGg7dvURrz,300,57.0,2934900.0,-491.2280701754386,0.0,2.375,9.5,51489.47,20722.81,2020-06-29
KkFCIdEmueDlzm4,100,1.0,47800.0,0.0,0.0,1.0,1.0,47800.0,0.0,2020-02-08
E94H5GkV3AUvBnf,400,72.0,2484300.0,-847.2222222222222,0.0,2.769230769230769,12.0,34504.17,15309.72,2020-06-30
A5Ed3jyOcO0qzUY,500,30.0,1433400.0,-100.0,0.0,1.875,5.0,47780.0,41730.0,2020-06-26
yu3cHVewx9HjABv,100,2.0,80500.0,0.0,0.0,2.0,2.0,40250.0,37500.0,2020-01-05
rRheF3ExKFyiPRO,100,2.0,59000.0,0.0,0.0,2.0,2.0,29500.0,21000.0,2020-01-19
vcDO3Fse6PaHam4,100,1.0,34000.0,0.0,0.0,1.0,1.0,34000.0,29500.0,2020-02-05
324TPUJs6xQgmOi,100,1.0,37900.0,0.0,0.0,1.0,1.0,37900.0,29400.0,2020-05-29
9BYmmEjivsbLy1J,100,2.0,29000.0,0.0,0.0,1.0,1.0,14500.0,2500.0,2020-03-21
YHV081sU3wbKClR,100,1.0,27500.0,-4500.0,0.0,1.0,1.0,27500.0,23000.0,2020-01-07
9CP3if8S9D6Ysov,100,1.0,25000.0,0.0,0.0,1.0,1.0,25000.0,0.0,2020-01-05
8ak56kSnlET5ElO,100,1.0,17000.0,0.0,0.0,1.0,1.0,17000.0,16000.0,2020-06-22
Nra5AqKCJJWfusg,100,1.0,29000.0,0.0,0.0,1.0,1.0,29000.0,0.0,2020-02-15
Vl4SuOdHP62cRKT,100,1.0,71000.0,0.0,0.0,1.0,1.0,71000.0,68000.0,2020-01-09
fwffAzyX7hvZCfg,100,1.0,42600.0,0.0,0.0,1.0,1.0,42600.0,37600.0,2020-04-24
0yBio4bydy7ufRN,100,1.0,16000.0,0.0,0.0,1.0,1.0,16000.0,8500.0,2020-04-07
z6EPF39p57tvhR9,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,20000.0,2020-02-10
1Xzj27S67duMSlO,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,0.0,2020-02-10
SOuZQTvWzcPbqeA,100,1.0,13000.0,0.0,0.0,1.0,1.0,13000.0,0.0,2020-04-04
zDHalQ3CdLjFw0n,100,1.0,44500.0,0.0,0.0,1.0,1.0,44500.0,0.0,2020-03-29
qiUiDcLaIJY7XxV,300,35.0,973800.0,-971.4285714285714,0.0,2.5,5.833333333333333,27822.86,21642.86,2020-06-30
it7msuY6rcrlQk3,100,2.0,36800.0,0.0,0.0,1.0,2.0,18400.0,4500.0,2020-02-29
WFHxaMJigXRVfx0,100,1.0,38000.0,0.0,0.0,1.0,1.0,38000.0,30000.0,2020-03-29
Kok4YDAvJ9M1zyY,100,1.0,6000.0,0.0,0.0,1.0,1.0,6000.0,0.0,2020-01-30
Cn82i8qo86kAqmf,100,1.0,37300.0,0.0,0.0,1.0,1.0,37300.0,30300.0,2020-05-31
SbkzOTyjACaHfTr,100,1.0,25000.0,-5000.0,0.0,1.0,1.0,25000.0,0.0,2020-01-07
YHPWsSm8Sw8yMp2,100,1.0,31000.0,0.0,-830.0,1.0,1.0,31000.0,26000.0,2020-01-02
WvdtsAPhmDBGxRa,100,1.0,43500.0,0.0,0.0,1.0,1.0,43500.0,40000.0,2020-03-24
PtFS7wTSNaUkYCx,100,1.0,65500.0,0.0,0.0,1.0,1.0,65500.0,0.0,2020-01-17
wJI3l55IPJCpO9c,100,1.0,33400.0,0.0,0.0,1.0,1.0,33400.0,23000.0,2020-02-18
7Evpx82AKKbXwab,100,3.0,27000.0,0.0,0.0,1.0,1.5,9000.0,0.0,2020-03-03
Szne1pJb1mmNesp,100,1.0,16000.0,0.0,0.0,1.0,1.0,16000.0,0.0,2020-01-17
uECahPxCuEz5tzV,300,5.0,198220.0,0.0,0.0,1.0,1.25,39644.0,3200.0,2020-06-22
NSaauMvfcNla2sh,100,1.0,22000.0,0.0,0.0,1.0,1.0,22000.0,13000.0,2020-01-12
2Lddb7GJds9XYtP,100,2.0,17000.0,0.0,0.0,2.0,2.0,8500.0,0.0,2020-03-01
9HzFXxRFX5TYbDc,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,18000.0,2020-04-08
N1XXPDHW1MBeAJg,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-01-12
ESzwZ3Mf715aSkL,100,1.0,49000.0,0.0,0.0,1.0,1.0,49000.0,42000.0,2020-03-27
gCjJgMd8262JdUD,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,32000.0,2020-03-03
ij5jJS2kGYP3gk3,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,36000.0,2020-06-26
9wRTrqJWWy51nQ1,100,1.0,30400.0,0.0,0.0,1.0,1.0,30400.0,30400.0,2020-01-31
tpHe3WGOiHxVuck,100,1.0,30000.0,0.0,0.0,1.0,1.0,30000.0,22000.0,2020-02-15
ZbSaO6K0bPdL8cc,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,39000.0,2020-01-12
xntDMYfthRoZNBV,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,34000.0,2020-02-20
23Qo3NKgLaeKOky,100,2.0,45860.0,-2500.0,0.0,1.0,2.0,22930.0,14000.0,2020-01-22
zgaLeVdKy8zK4G7,300,56.0,1687600.0,-1232.142857142857,0.0,2.24,9.333333333333334,30135.71,22117.86,2020-06-11
YLJB8jGMx5pY6gL,500,102.0,3619550.0,-1450.9803921568628,0.0,3.7777777777777777,17.0,35485.78,30599.02,2020-06-25
nxVUY1LcUC3Hd7j,300,23.0,2197230.0,-217.3913043478261,0.0,1.3529411764705883,3.8333333333333335,95531.74,521.74,2020-06-26
yZecQiQq2arIsao,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,34000.0,2020-02-27
XMsChL2RUYqxV0W,100,2.0,85000.0,0.0,0.0,2.0,2.0,42500.0,0.0,2020-01-11
ui1jkyp3bNkrtbZ,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,36000.0,2020-02-14
HnUUeq2Fb7WzNDl,100,1.0,57000.0,0.0,0.0,1.0,1.0,57000.0,57000.0,2020-01-03
8eNHaBS1n6kFaPZ,100,1.0,21500.0,0.0,0.0,1.0,1.0,21500.0,17000.0,2020-06-21
jFRNMYMPgi4nR4N,100,2.0,46800.0,0.0,0.0,1.0,2.0,23400.0,7500.0,2020-04-23
bknO5aMCnvzt56f,100,1.0,19000.0,-5000.0,0.0,1.0,1.0,19000.0,13000.0,2020-02-11
zZclBta5I2NBJ94,100,1.0,83500.0,0.0,0.0,1.0,1.0,83500.0,83000.0,2020-01-29
syUjs6GFnqVPgeN,400,41.0,1642000.0,-1634.1463414634147,0.0,2.9285714285714284,6.833333333333333,40048.78,36963.41,2020-06-07
AE5BumeWqUVFwfk,100,1.0,32100.0,0.0,0.0,1.0,1.0,32100.0,0.0,2020-05-28
rhqkTqYnqGlddeG,100,2.0,57300.0,0.0,0.0,1.0,2.0,28650.0,23900.0,2020-01-17
qcB4akMKXbxkAzH,100,1.0,78500.0,0.0,0.0,1.0,1.0,78500.0,72000.0,2020-01-09
vgHzovUfsiDxxzK,300,2.0,99400.0,0.0,0.0,1.0,2.0,49700.0,48700.0,2020-06-28
IUUpC1DB4R9Wzp8,100,2.0,52500.0,0.0,-140.0,1.0,2.0,26250.0,19250.0,2020-01-23
VV08iiOXY4yCwcP,100,1.0,40900.0,0.0,0.0,1.0,1.0,40900.0,0.0,2020-01-21
nf4h7TkJXJ0UP37,300,38.0,2037300.0,-697.3684210526316,0.0,1.7272727272727273,6.333333333333333,53613.16,48284.21,2020-06-21
r5uVA5aFSXX5Whs,300,70.0,2310750.0,-1357.142857142857,0.0,2.5,11.666666666666666,33010.71,23837.86,2020-06-26
l0hIZ9aGZ9v6E3Q,100,1.0,22000.0,0.0,0.0,1.0,1.0,22000.0,16000.0,2020-01-05
Al39R7qblMxnVGu,100,3.0,39600.0,0.0,0.0,1.0,1.0,13200.0,0.0,2020-06-10
nKGxtVywH5YZTjc,100,1.0,16000.0,0.0,0.0,1.0,1.0,16000.0,0.0,2020-02-14
OxecrC0VS9DcdnU,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,41000.0,2020-02-23
707kfBhGRORTZBg,300,65.0,2223950.0,0.0,0.0,2.8260869565217392,10.833333333333334,34214.62,15466.15,2020-06-18
hw0PrJmECx3qYHW,100,1.0,28500.0,-5000.0,0.0,1.0,1.0,28500.0,21000.0,2020-01-29
s5AisSN3lbkCLJR,500,41.0,2038800.0,-902.439024390244,0.0,2.411764705882353,6.833333333333333,49726.83,44726.83,2020-06-26
5poJFcOEpkfvitO,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,37000.0,2020-01-02
6AHIaoCyvIavf36,100,2.0,59000.0,0.0,0.0,2.0,2.0,29500.0,21750.0,2020-01-13
6yNfoETglKw8YCq,100,1.0,34500.0,0.0,0.0,1.0,1.0,34500.0,31000.0,2020-05-12
RHAdxPWDiHOB98M,100,1.0,7000.0,0.0,0.0,1.0,1.0,7000.0,0.0,2020-02-09
zESEMAxGm9Io7BG,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,19000.0,2020-04-08
rTmIJjW4w4IsYoe,100,2.0,45000.0,0.0,0.0,2.0,2.0,22500.0,15500.0,2020-03-21
SYQtzs79TnvlTfL,400,69.0,2832100.0,-1014.4927536231884,0.0,2.6538461538461537,11.5,41044.93,37595.65,2020-06-28
aOZdjNqcDsrb7uZ,100,1.0,22000.0,0.0,0.0,1.0,1.0,22000.0,0.0,2020-06-07
L1dUmczjdT6dxkM,300,45.0,1276300.0,-1177.7777777777778,0.0,3.2142857142857144,7.5,28362.22,16448.89,2020-06-25
K0yyQpuhQYkgig7,100,2.0,26500.0,0.0,0.0,1.0,1.0,13250.0,6000.0,2020-02-15
QxWF6hZayd4tpjV,300,23.0,769600.0,-1260.8695652173913,0.0,1.5333333333333334,3.8333333333333335,33460.87,28156.52,2020-06-27
S9wjhugUeqnsFl5,100,1.0,45500.0,-5000.0,0.0,1.0,1.0,45500.0,0.0,2020-03-12
g562XfQhX6kWETV,100,3.0,66500.0,0.0,0.0,1.0,3.0,22166.67,2333.33,2020-01-15
F9sbQgo1cDU1snn,100,1.0,17500.0,0.0,0.0,1.0,1.0,17500.0,11000.0,2020-01-27
XdqQay7fq2vSqUG,100,2.0,40500.0,0.0,0.0,1.0,1.0,20250.0,0.0,2020-06-25
lP1nKBD9i5S2qay,100,2.0,43000.0,0.0,0.0,1.0,2.0,21500.0,16250.0,2020-02-15
EKGaYu9wJEwvdek,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,20000.0,2020-03-08
fxFO3hlg100gQqa,100,1.0,12500.0,0.0,0.0,1.0,1.0,12500.0,5000.0,2020-03-10
s3bYvusXyWBF1rZ,100,1.0,33000.0,0.0,0.0,1.0,1.0,33000.0,24000.0,2020-02-12
YBnpSIb8AD1zvmN,100,1.0,49000.0,0.0,0.0,1.0,1.0,49000.0,41000.0,2020-04-27
2zJrm6KLvs36Ycc,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,0.0,2020-03-25
spBxLoBdJtWbxBU,100,2.0,39000.0,0.0,0.0,1.0,1.0,19500.0,0.0,2020-04-14
gyTwtLx4o3h5Cw8,300,25.0,790000.0,0.0,0.0,1.3157894736842106,4.166666666666667,31600.0,2160.0,2020-06-30
HfPuzlI3cBjnBL8,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,34000.0,2020-01-03
ZlIWwJmm4UOx7RG,300,7.0,269800.0,0.0,0.0,1.0,1.1666666666666667,38542.86,34971.43,2020-06-26
grqp4WhpKobVlur,100,1.0,29500.0,0.0,0.0,1.0,1.0,29500.0,12000.0,2020-02-23
Is3AvDOoXjy2WQA,100,1.0,17000.0,0.0,0.0,1.0,1.0,17000.0,11000.0,2020-02-29
bDgeTHf50AdQ7g1,100,1.0,20000.0,0.0,-150.0,1.0,1.0,20000.0,13000.0,2020-01-13
B9Z1NysJQlJWErI,100,1.0,47500.0,0.0,0.0,1.0,1.0,47500.0,45000.0,2020-01-09
8rNr1sH65L8Hjsd,100,1.0,30000.0,0.0,0.0,1.0,1.0,30000.0,25000.0,2020-01-16
z4QnwMdDKtClL4B,100,1.0,41600.0,0.0,0.0,1.0,1.0,41600.0,35600.0,2020-02-13
79QII7nyWfWQIJh,100,1.0,22200.0,0.0,0.0,1.0,1.0,22200.0,14200.0,2020-02-05
0BVWGmrIRINQtro,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,35000.0,2020-02-03
PeyWXCOTU9RgGQs,100,1.0,50500.0,0.0,0.0,1.0,1.0,50500.0,47000.0,2020-04-27
niBBLQhGkpd3uYS,300,14.0,358600.0,-571.4285714285714,0.0,1.4,2.8,25614.29,19650.0,2020-06-27
kS8u07T4EgtG2Om,400,84.0,1883650.0,-1029.7619047619048,0.0,3.230769230769231,14.0,22424.4,18477.98,2020-06-29
0D7LMbizfGZDdmT,100,1.0,32500.0,0.0,0.0,1.0,1.0,32500.0,28000.0,2020-02-02
u50K2sOf391zaWI,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,18000.0,2020-02-27
fBMspu5cAlU7GWj,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,23000.0,2020-06-10
mfbcuupm0MDx9he,300,12.0,454820.0,-1166.6666666666667,-83.33333333333333,1.3333333333333333,2.0,37901.67,16775.0,2020-06-06
wFAWotSu7G7MPkE,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,31000.0,2020-01-06
Yrj3KQvckkUBVnL,300,16.0,469740.0,-1312.5,0.0,1.6,2.6666666666666665,29358.75,20725.0,2020-06-23
qvtot6ABYZwXUF3,300,40.0,1131450.0,-1437.5,0.0,1.8181818181818181,6.666666666666667,28286.25,20453.75,2020-06-16
WxOkKi8G0hHl1HD,100,1.0,50000.0,0.0,0.0,1.0,1.0,50000.0,47000.0,2020-01-27
Q1lZRTjXNH0CWOl,100,1.0,32500.0,0.0,0.0,1.0,1.0,32500.0,0.0,2020-06-06
c6aa2estvgnUbP2,100,1.0,19500.0,0.0,0.0,1.0,1.0,19500.0,10000.0,2020-03-27
4NxVMsGMQN9fbxg,100,1.0,29620.0,0.0,0.0,1.0,1.0,29620.0,0.0,2020-05-20
BTmRoTcQv2GfzcE,100,1.0,33000.0,0.0,0.0,1.0,1.0,33000.0,24000.0,2020-06-13
zBgYrcgfZdzcBqr,100,1.0,21000.0,0.0,0.0,1.0,1.0,21000.0,14000.0,2020-03-06
YJCFzID6bNaFS9W,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,30000.0,2020-03-29
YA8tfQfxhzuftPv,300,10.0,331300.0,-1900.0,-13.0,1.4285714285714286,3.3333333333333335,33130.0,27730.0,2020-05-10
gnUtjUhI0QKV3JA,100,1.0,34000.0,0.0,0.0,1.0,1.0,34000.0,27000.0,2020-02-27
0tn5zbYaIoGPXlQ,300,27.0,966200.0,-555.5555555555555,0.0,1.2857142857142858,4.5,35785.19,0.0,2020-06-30
MQzGdnJZ4HzDAPi,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,37000.0,2020-02-07
dJaoOYnxQnaTsWg,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,0.0,2020-05-24
BVumjEsZrcbsAkY,300,7.0,187000.0,-2285.714285714286,0.0,1.4,1.75,26714.29,21214.29,2020-06-05
gpDUAXIeVqq4DxW,100,1.0,25600.0,0.0,0.0,1.0,1.0,25600.0,14000.0,2020-01-09
snFlSRIv2y8dydw,300,17.0,1137300.0,-1411.764705882353,0.0,1.4166666666666667,2.8333333333333335,66900.0,57329.41,2020-06-27
c9cmsVcciJiTmJr,400,47.0,2120500.0,-957.4468085106383,0.0,1.88,7.833333333333333,45117.02,40214.89,2020-06-30
fSmtpT9ShlvWAUZ,500,87.0,28254700.0,-229.88505747126436,0.0,4.578947368421052,14.5,324766.67,62557.47,2020-06-30
4CKsb3yN37qfu93,100,1.0,38000.0,0.0,0.0,1.0,1.0,38000.0,33000.0,2020-01-11
x4TYY1eWzF8BCa9,100,1.0,35000.0,0.0,0.0,1.0,1.0,35000.0,26000.0,2020-01-02
2pgXIB6nEohBZuF,100,1.0,24500.0,0.0,0.0,1.0,1.0,24500.0,18000.0,2020-01-23
Ak6V6dQUyP7hBV3,100,1.0,15500.0,0.0,0.0,1.0,1.0,15500.0,7500.0,2020-01-02
grKvAoCFEGLYYtG,100,1.0,50820.0,0.0,0.0,1.0,1.0,50820.0,34000.0,2020-01-11
NWbHzO7CQSTiKKc,100,1.0,25000.0,0.0,0.0,1.0,1.0,25000.0,19500.0,2020-01-02
ylXPLlVMfMjLQ4S,100,1.0,20500.0,0.0,0.0,1.0,1.0,20500.0,12500.0,2020-02-17
GsULk9n698bHUw6,500,43.0,998610.0,-813.953488372093,0.0,1.8695652173913044,7.166666666666667,23223.49,12812.79,2020-06-28
R9KFPuIvHs7Bvhs,100,1.0,21000.0,0.0,0.0,1.0,1.0,21000.0,15000.0,2020-01-07
ZUdHyHrQEH2NFwk,500,21.0,916870.0,-2238.095238095238,0.0,1.4,3.5,43660.48,19061.9,2020-06-20
En7l3O0HNwG2OuG,300,50.0,2103700.0,-1100.0,0.0,2.272727272727273,8.333333333333334,42074.0,38004.0,2020-06-29
bwzAx0DwmxvkSrL,100,1.0,21000.0,0.0,0.0,1.0,1.0,21000.0,16000.0,2020-02-04
KFTSDFDTYLmd4Lq,500,92.0,5567400.0,-923.9130434782609,0.0,3.2857142857142856,15.333333333333334,60515.22,48838.04,2020-06-25
DfYSKLHwGjd28he,100,1.0,33500.0,0.0,0.0,1.0,1.0,33500.0,25000.0,2020-02-11
1RDCJhQFtC5KVP1,100,1.0,43500.0,0.0,0.0,1.0,1.0,43500.0,40000.0,2020-01-16
gdL7XipMq9f2sBm,100,1.0,34900.0,0.0,0.0,1.0,1.0,34900.0,31400.0,2020-01-10
alctwgiFHIbKcrn,300,66.0,2441010.0,-803.030303030303,0.0,2.64,11.0,36985.0,27154.55,2020-06-29
7RAES7mPZT7kCUQ,100,1.0,26800.0,0.0,-470.0,1.0,1.0,26800.0,20300.0,2020-02-26
7G4UzA1blPr8urc,500,87.0,3431750.0,-954.0229885057471,0.0,3.2222222222222223,14.5,39445.4,35497.13,2020-06-30
xtcQWLo0jOpJcdl,100,2.0,47700.0,0.0,0.0,2.0,2.0,23850.0,16600.0,2020-03-05
4Ntq90B3KqYA08b,100,1.0,18300.0,0.0,0.0,1.0,1.0,18300.0,12800.0,2020-04-24
xSG4xoxgtGiu07f,100,1.0,13000.0,0.0,0.0,1.0,1.0,13000.0,7000.0,2020-01-27
NrLH9xm4tVscTAS,100,4.0,50500.0,-2500.0,0.0,1.0,2.0,12625.0,0.0,2020-02-13
cl2PMefw1BD5yBv,100,1.0,12000.0,0.0,0.0,1.0,1.0,12000.0,5000.0,2020-02-07
jOyQR1TpAg8jA8J,300,79.0,3270000.0,-658.2278481012659,0.0,3.16,13.166666666666666,41392.41,35017.72,2020-06-30
YextQfUZHu6lnnK,100,1.0,10500.0,0.0,0.0,1.0,1.0,10500.0,0.0,2020-01-09
WwK9gXjuFLYepwK,300,37.0,1013300.0,-2189.189189189189,0.0,1.6818181818181819,6.166666666666667,27386.49,19697.3,2020-06-30
qj7Aiga0j9yU1re,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,20000.0,2020-03-21
Rt4JMYPnD9mo3g9,100,1.0,17900.0,0.0,0.0,1.0,1.0,17900.0,10400.0,2020-06-05
me2w0FA7UMV60RN,300,2.0,37000.0,0.0,0.0,1.0,1.0,18500.0,0.0,2020-06-15
1KbEC6TBNwQBq9W,100,1.0,6000.0,0.0,0.0,1.0,1.0,6000.0,0.0,2020-02-21
QyP3W0Z0t3yPhQ2,100,1.0,29100.0,0.0,0.0,1.0,1.0,29100.0,15000.0,2020-02-03
MyoxJPcOuCJyKLY,100,1.0,14500.0,0.0,0.0,1.0,1.0,14500.0,8000.0,2020-03-22
7gOxeJQw8SibbGU,300,54.0,2920000.0,-518.5185185185185,0.0,2.5714285714285716,9.0,54074.07,31898.15,2020-06-18
GeVnaA7yJF2Zncy,300,19.0,1471000.0,-631.578947368421,0.0,2.111111111111111,3.8,77421.05,48263.16,2020-06-20
HxG46ARAM1Nj69B,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-06-01
WDRS0fAxM5Q7S7D,100,1.0,26000.0,0.0,0.0,1.0,1.0,26000.0,0.0,2020-02-12
TT1DluMiWDrcNxA,100,1.0,9500.0,-5000.0,0.0,1.0,1.0,9500.0,3000.0,2020-01-27
xG01j0XRbOactuZ,100,1.0,20500.0,0.0,0.0,1.0,1.0,20500.0,0.0,2020-04-17
v8nQkLEUuNE3jtl,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,38000.0,2020-02-05
9UK1DNirW1bRdzj,100,1.0,35500.0,-5000.0,0.0,1.0,1.0,35500.0,0.0,2020-01-22
re74iGGqAivc25R,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,22000.0,2020-04-01
eGSDTq37PGwuZZI,100,1.0,32500.0,0.0,0.0,1.0,1.0,32500.0,24000.0,2020-01-23
Um21r1IpLdZh0ZO,100,1.0,48500.0,0.0,0.0,1.0,1.0,48500.0,40000.0,2020-03-25
UKwil1dfPU3nfou,100,1.0,46000.0,0.0,0.0,1.0,1.0,46000.0,40000.0,2020-01-09
EzXgiPPoFtlTH3a,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,33000.0,2020-01-23
2YFVnoJZdNoZM7A,400,37.0,857420.0,-1081.081081081081,0.0,1.608695652173913,6.166666666666667,23173.51,16659.46,2020-06-28
XgPlakDctEZfOzv,300,41.0,1251100.0,-1341.4634146341464,0.0,2.5625,6.833333333333333,30514.63,15197.56,2020-06-18
2UoKtKb5NLs7JjK,100,2.0,30500.0,0.0,0.0,1.0,1.0,15250.0,0.0,2020-05-29
