vendor_id,weekly_order_cnt,monthly_order_cnt,total_order_cnt,total_user_cnt,avg_cost,avg_delivery_cost,roas_growth_rate,review_score,review_rate,review_reply_rate
G0jpoDZSLlyxCmj,1.33,1.5,12,8,53708.333333333336,8416.666666666666,0.17417253726818396,1.98,0.36,0.2
LQGFOqQHf1prpfS,2.0,4.0,12,12,20875.0,2458.3333333333335,0.2237703488830899,2.95,0.55,0.22
F5dhMKDiCsjTzv6,1.71,3.0,12,11,23791.666666666668,2333.3333333333335,0.10481602923444669,2.13,0.67,0.35
cCt7V7twYPEaclZ,1.09,1.5,12,9,38500.0,6916.666666666667,0.14201265995988294,2.87,0.53,0.28
UWoKWppF4qtGp6o,1.2,1.71,12,8,18050.0,7000.0,0.23020030119050017,2.6,0.6,0.47
1MRSA2Nz7kiwpT3,1.2,2.0,12,9,20458.333333333332,6166.666666666667,0.3403787181602288,3.81,0.37,0.24
annPX6OPrg1qxPA,1.2,1.71,12,10,43441.666666666664,7100.0,0.2533665143619375,2.36,0.34,0.21
upWfgD6AuGsamIo,1.5,4.0,12,11,23491.666666666668,2083.3333333333335,0.3126390484116312,3.63,0.43,0.22
QXVr9EomD1F2ekP,1.2,2.0,12,6,73291.66666666667,7500.0,0.16111449950330448,2.78,0.4,0.14
sywK29EbiGV8vQD,1.2,1.71,12,7,46083.333333333336,7666.666666666667,0.0870689203317864,3.19,0.75,0.21
hJHJ73o2vo0gpOA,2.4,6.0,12,11,20583.333333333332,2000.0,0.1796114617098507,3.95,0.69,0.33
6lfK9AFSQO5nmCo,1.09,1.5,12,11,21008.333333333332,6416.666666666667,0.06779885265997915,1.93,0.41,0.13
1kTldzRG6XwXxrd,1.5,4.0,12,9,37958.333333333336,2208.3333333333335,0.29633145368902264,3.46,0.51,0.2
av8UgXZGNLrz4G6,1.5,4.0,12,9,18500.0,3333.3333333333335,0.1001013633819767,2.31,0.44,0.17
55zKPdcyrNyOhsA,1.09,1.33,12,6,38575.0,6833.333333333333,0.2609810261592449,2.42,0.51,0.25
5eGc6TEoIFuizML,1.2,1.71,12,11,116666.66666666667,9125.0,0.306269442533779,2.6,0.3,0.26
V01P23yH6VK50TC,1.09,1.5,12,8,16458.333333333332,8666.666666666666,0.46702009563035024,4.86,0.46,0.31
tbK6QWoOXUJuO6q,1.0,1.09,12,10,25166.666666666668,6333.333333333333,0.38809930150999783,3.81,0.36,0.23
TjYzy4oP6GgsPRF,2.4,6.0,12,10,24791.666666666668,3916.6666666666665,0.10928750777133156,1.21,0.36,0.14
cUmNlIIylRkXZ60,1.09,1.33,12,10,57000.0,6250.0,0.13993150198227325,2.55,0.51,0.22
bScIYSyBqorhTOp,1.2,1.71,12,6,41000.0,7055.555555555556,0.22628468217557823,2.63,0.41,0.2
wZf5juNJGqURMl5,1.2,2.0,12,6,35666.666666666664,6363.636363636364,0.16647075426028046,1.67,0.62,0.35
beQsfD8c1IaQs2V,2.0,6.0,12,12,14500.0,1708.3333333333333,0.32745666965803427,3.07,0.65,0.52
DEL9sDdE5mweFXp,1.0,1.2,12,12,40285.0,7500.0,0.24616688440790313,2.89,0.34,0.23
dA5Fu75DwBaIL2o,1.09,1.5,12,9,28533.333333333332,6400.0,0.12610855301589205,1.29,0.5,0.34
4Vd3mjvihmy6QBW,1.2,2.0,12,6,32841.666666666664,6000.0,0.1762637415197408,2.09,0.6,0.39
d5OE3CCHAjlVrb3,1.09,1.71,12,11,36962.5,7500.0,0.2819111007604188,4.03,0.61,0.26
Jrmcu6BkrDjMXfo,1.0,1.5,12,9,27533.333333333332,6928.571428571428,0.13159862221350668,2.89,0.57,0.29
uIZLq7ZZzACa16g,1.0,1.33,12,9,56583.333333333336,7333.333333333333,0.24891583312949853,2.77,0.5,0.38
U1qpsRHKvHnbE0q,1.33,1.71,12,12,45118.333333333336,6800.0,0.3076040931847,3.66,0.6,0.37
3la19D7LIq9LVvw,1.33,2.0,12,9,32091.666666666668,4750.0,0.3144310303339528,4.46,0.57,0.22
2mB30xXNeIRwA6n,3.0,6.0,12,11,33208.333333333336,1458.3333333333333,0.2759010555951081,2.62,0.65,0.45
AucrbFe8qRiIPI6,2.4,4.0,12,11,23208.333333333332,2041.6666666666667,0.139624644652449,0.95,0.49,0.29
RLQcB5oqfC6OYyh,1.09,2.0,12,8,20316.666666666668,6166.666666666667,0.007440346625556649,0.3,0.44,0.3
O0qIp1X5OpqVMOz,1.2,1.33,12,7,28041.666666666668,6625.0,0.2526472150450833,3.15,0.51,0.32
gv71NduIG9BP1dh,1.33,4.0,12,10,31333.333333333332,2000.0,0.22891085407374825,3.27,0.49,0.28
ewxBcOdZU3a4EZQ,3.0,6.0,12,10,17500.0,1916.6666666666667,0.08580029024645774,0.55,0.27,0.15
ofdDvQrahj9hWsR,1.2,1.5,12,5,55333.333333333336,7200.0,0.03508387045964628,1.07,0.5,0.18
w2PIlY34iVCopKx,2.0,4.0,12,7,22291.666666666668,2666.6666666666665,0.16041477672242332,1.29,0.49,0.27
KfIdURxKLXqDES1,3.0,6.0,12,10,16866.666666666668,2500.0,0.5251381147861209,5.22,0.48,0.35
znPmz7k03YG2Zqr,2.0,6.0,12,11,32541.666666666668,2333.3333333333335,0.13211603902221275,2.39,0.33,0.01
fFutqlLEmgBT0xE,1.5,3.0,12,10,18083.333333333332,3041.6666666666665,0.012440770742989882,1.5,0.61,0.25
uii3H7LLxKMbNhy,1.2,2.4,12,6,61845.833333333336,8083.333333333333,0.2772579379122926,4.49,0.53,0.16
018UYDwpGKN0glj,1.09,1.71,12,9,112000.0,8083.333333333333,0.2130629859185107,3.44,0.68,0.35
gyRDScOUtir4UtU,2.4,6.0,12,9,18383.333333333332,2208.3333333333335,0.30921678012812753,2.61,0.58,0.4
ltt28mRK9TDhbbR,1.09,1.71,12,8,71239.16666666667,6708.333333333333,0.20739085632868623,3.07,0.39,0.16
gOkHIo4ElmU7uYQ,1.71,4.0,12,10,23641.666666666668,916.6666666666666,0.164372368206582,1.1,0.49,0.44
ared8a4Qbn2wBlR,1.2,1.5,12,8,47758.333333333336,6500.0,0.2724564652640457,3.81,0.39,0.14
SEfbHH1mZnAsh9k,1.33,4.0,12,7,16441.666666666668,2708.3333333333335,0.2372836572966438,2.94,0.59,0.37
aKli1ArCjmAu5Si,1.0,1.2,12,6,68852.5,6200.0,0.0,0.02,0.47,0.2
NYgQSkwFUisPEUU,1.0,1.71,12,5,42166.666666666664,19444.444444444445,0.1995503438011011,1.66,0.58,0.38
gIlbRlmXDygjIqM,1.5,3.0,12,7,23841.666666666668,4550.0,0.29741284965953063,3.57,0.3,0.16
x6FamesDIOhF1Ju,1.5,4.0,12,12,25791.666666666668,2666.6666666666665,0.3726240375949514,3.59,0.38,0.24
tONLx2ax2lbjIP4,3.0,6.0,12,11,20750.0,1166.6666666666667,0.10721500839280179,1.4,0.5,0.32
cuLkktCEMa8zKCF,1.2,1.33,12,9,44250.0,6200.0,0.27617740689216336,3.36,0.71,0.42
VtA1sYEH84UvMMH,2.4,6.0,12,6,17125.0,1083.3333333333333,0.14936760958879133,2.56,0.5,0.26
Sok7S3J2kMXzv4H,1.33,2.0,12,1,7291.666666666667,7333.333333333333,0.2676743517891092,3.15,0.4,0.21
RtblMZLFQga0Zy5,1.09,1.71,12,9,112583.33333333333,7714.285714285715,0.1885557579788598,1.95,0.64,0.43
eEXM3AVF2YpzI9I,1.09,1.5,12,7,52250.0,8500.0,0.36351205925017394,3.9,0.62,0.4
ZwSFbQzzdCyCN6x,1.71,6.0,12,9,35916.666666666664,83.33333333333333,0.30534053778884584,2.83,0.59,0.33
6Xz1j1nx00kgPDu,1.5,4.0,12,12,17783.333333333332,1000.0,0.3516788765546815,2.93,0.46,0.36
FdSzQYlp2NJs5gg,1.71,4.0,12,12,24541.666666666668,2566.6666666666665,0.2902736936519327,2.72,0.32,0.24
NKAKvS2D4syFsXc,1.09,1.5,12,10,49458.333333333336,7636.363636363636,0.3026115813889685,3.65,0.54,0.26
6SSg9YdKStkGtaI,1.2,2.0,12,7,19291.666666666668,6285.714285714285,0.2723999956420118,3.49,0.52,0.33
oNcufaihmQzCUlq,1.2,1.71,12,11,23487.5,6250.0,0.27549556621425936,4.8,0.6,0.35
tCNHIr85RPGyeHC,1.33,2.0,12,9,34383.333333333336,6000.0,0.2298870225859091,2.91,0.61,0.36
WgfffCBRziv4Ik4,1.5,4.0,12,11,22916.666666666668,2875.0,0.22696256383381896,3.03,0.49,0.22
IrQg6d5PCE6jGKE,1.09,1.33,12,6,31291.666666666668,6333.333333333333,0.17830639508748836,1.42,0.45,0.38
VK8k9BF2F2bx6Lz,6.0,6.0,12,12,33958.333333333336,3000.0,0.12362231056458708,1.13,0.56,0.18
kSndRis2iv7SwR5,1.2,1.71,12,5,30791.666666666668,6541.666666666667,0.41923203277702537,3.22,0.47,0.52
kDOkmkTzYQ4eFcJ,1.09,1.5,12,8,40666.666666666664,7750.0,0.3539783195671971,3.43,0.71,0.46
e1qpTGwG9A8OwkF,1.33,3.0,12,10,30425.0,1000.0,0.25846323101311197,2.55,0.49,0.33
9ndib9DlagWTYlG,1.33,6.0,12,9,14291.666666666666,1833.3333333333333,0.38271851271391855,4.41,0.55,0.44
4UnH4qfWJI06iQa,1.71,3.0,12,11,20958.333333333332,2083.3333333333335,0.1785213761875339,3.11,0.43,0.13
AmLvJ5GxznjGo5N,1.33,1.71,12,5,77791.66666666667,6571.428571428572,0.3159083954942953,4.64,0.44,0.16
CpUefqhgKMFwgKA,1.33,3.0,12,8,21750.0,333.3333333333333,0.296085923666593,3.64,0.61,0.28
nUhDs2oB2L7Gahz,1.71,4.0,12,12,42666.666666666664,0.0,0.18897915811398858,1.82,0.42,0.32
J16ND1WqhDAQOh0,1.71,4.0,12,9,39583.333333333336,3916.6666666666665,0.17659038645275127,2.57,0.32,0.21
5le2RdWVUkrNEVi,1.2,1.33,12,6,64208.333333333336,7312.5,0.2413158051260719,3.34,0.64,0.37
O9z2pSqea6vZ59v,1.09,1.33,12,11,43025.0,7700.0,0.1658435367231803,2.2,0.44,0.24
TH59AVfskx606p8,1.09,2.0,12,9,101251.66666666667,9055.555555555555,0.2259770925562303,3.11,0.46,0.24
ga308xieGGxVcJf,1.2,1.5,12,11,58166.666666666664,6944.444444444444,0.2511424748769588,2.34,0.67,0.45
HkqIxbyD5Y71VkK,1.0,1.0,12,11,28883.333333333332,4812.5,0.0,0.91,0.53,0.12
wsBl4frAMnYUPZq,1.33,2.0,12,9,30750.0,7250.0,0.29529793701502083,4.65,0.43,0.08
IRge7DjjvjlcmtY,1.33,4.0,12,9,16866.666666666668,1458.3333333333333,0.3688693610225567,4.21,0.54,0.32
BRi6rasqGVH3IVx,1.2,1.33,12,10,57625.0,6583.333333333333,0.1984105135286529,1.84,0.54,0.31
In4p5Mfy7dKejYB,1.71,3.0,12,12,25191.666666666668,1583.3333333333333,0.08881769955069757,2.93,0.66,0.31
8Y6lg3lFiKVssib,1.2,1.33,12,7,20625.0,6357.142857142857,0.16061831653453873,1.75,0.45,0.32
M22AjQIdGLTVxlD,1.0,1.33,12,5,18541.666666666668,7000.0,0.2656674130683969,3.63,0.58,0.3
lJSDImj2rxOd1cZ,3.0,4.0,12,12,28066.666666666668,2791.6666666666665,0.2469763356591384,2.58,0.58,0.35
3bFShCqZdHdX57C,1.09,1.33,12,12,38250.0,6625.0,0.18912433009179586,2.55,0.25,0.08
nKLCqGBPcUfdXYi,2.4,6.0,12,11,36666.666666666664,0.0,0.375729428459284,3.6,0.46,0.32
DU0cyeUsdqraq7K,1.09,1.2,12,12,63416.666666666664,8000.0,0.1666022798473526,2.39,0.68,0.41
K3kjopQhdiiSjJl,2.4,4.0,12,12,20875.0,2166.6666666666665,0.3666080918402292,2.77,0.55,0.45
BEAb0vBRbYKF9be,1.0,1.2,12,10,48608.333333333336,6833.333333333333,0.05669532831246543,1.46,0.32,0.22
IfnaudeExFRvabD,1.0,1.71,12,12,19000.0,7850.0,0.2034298844269513,2.26,0.66,0.45
TqnoIYCbKrL7mQQ,1.2,1.71,12,12,42741.666666666664,3750.0,0.2771511290538365,3.81,0.48,0.31
2KJAH2DBTbVdmhV,1.71,6.0,12,3,30583.333333333332,6166.666666666667,0.23821505048515232,3.71,0.72,0.39
9hbdktYQDypFjxB,1.2,1.5,12,11,65460.0,7916.666666666667,0.1665196260799907,1.52,0.61,0.37
EJSuWSbb5miCrTg,1.71,3.0,12,11,81245.0,6000.0,0.34918743204463754,3.45,0.74,0.51
WdDBEK282UzbAOM,1.2,1.33,12,6,103000.0,7000.0,0.30817134635809723,4.11,0.76,0.41
Mrf527JOwZmwhAO,1.09,1.09,12,9,33991.666666666664,4928.571428571428,0.20519801733728377,1.71,0.54,0.35
VlZqUEpJlamhVLO,1.0,1.71,12,10,31041.666666666668,5750.0,0.34231275102211767,2.94,0.55,0.43
2eH7e8bY40uvLEA,1.2,1.71,12,9,36937.5,7500.0,0.2069524108046495,2.08,0.47,0.29
2DgybuqS8b7T308,1.2,1.5,12,7,32262.5,6500.0,0.3247722527507644,2.69,0.46,0.39
h3q0kiLtgDGGWf2,1.09,2.0,12,9,28775.0,6750.0,0.13631394702426256,3.14,0.61,0.29
Le3219dGaDYNMgz,3.0,12.0,12,11,35375.0,2500.0,0.2850331863600132,3.52,0.32,0.08
PNhAsQPapdwzuPa,1.71,6.0,12,11,26500.0,2000.0,0.12808850906126462,0.99,0.67,0.52
UUPTcbryAc4DGYN,1.33,1.71,12,9,26241.666666666668,6000.0,0.4414737011132485,3.78,0.44,0.39
iwqoRuXDI5u3fM5,1.0,1.2,12,11,33041.666666666664,6000.0,0.23595674269238204,2.08,0.57,0.44
bDH8sLnb5CAVjQO,1.0,1.71,12,5,37791.666666666664,7312.5,0.14458829517776856,2.64,0.69,0.34
7LokRzfJvVbOvzU,1.09,1.33,12,7,22500.0,7000.0,0.21991362862849761,2.16,0.46,0.31
MoSVCy6ln9MjowU,1.09,1.5,12,10,24501.666666666668,6833.333333333333,0.3077674580680434,4.13,0.45,0.23
0qNt2NCRT8ezApn,1.0,1.5,12,11,36375.0,3300.0,0.17056915909179637,2.22,0.54,0.35
z5l744DwuCQLgDE,1.5,3.0,12,8,70325.0,2541.6666666666665,0.21312890548205388,1.92,0.45,0.24
drkyMj3QTWFdr7U,1.09,1.71,12,5,83437.5,2458.3333333333335,0.0,1.38,0.41,0.11
ZEAmipS5m04GkhG,1.0,1.2,12,11,49808.333333333336,6550.0,0.18254170610636886,1.9,0.42,0.31
EiQF8uhRVAuzbrz,1.5,2.0,12,3,38041.666666666664,7050.0,0.12622743043651943,1.86,0.47,0.29
RgBAXQipDvl5NB8,1.71,4.0,12,10,24066.666666666668,1000.0,0.3953758166148553,3.07,0.36,0.32
ckLvjDKdadbEuTC,1.71,3.0,12,7,32993.333333333336,6454.545454545455,0.2819770306785442,3.6,0.62,0.33
HX0sqyqE0ynbBMo,1.2,1.33,12,9,19666.666666666668,7416.666666666667,0.34801804485785576,3.25,0.48,0.42
ndquYzaHPXnjOuP,1.09,1.71,12,3,25100.0,6850.0,0.44138271443687715,4.31,0.62,0.41
Q9QcPKilyYr9DT6,1.71,3.0,12,7,20333.333333333332,1000.0,0.29303007652321894,3.12,0.7,0.46
oXEnU1e68GNj6yZ,1.33,4.0,12,11,22075.0,1000.0,0.17617815019871136,2.4,0.4,0.18
6RWReDFnJdSyw8g,1.09,1.5,12,11,32000.0,1000.0,0.20446228192001925,2.49,0.56,0.35
Z4eo4GlSIEvXTAH,3.0,6.0,12,8,16091.666666666666,291.6666666666667,0.21967465189500157,3.98,0.47,0.16
0jxUAkz3GAFgBrg,1.62,4.33,13,13,24961.53846153846,1807.6923076923076,0.24459312433608477,3.03,0.46,0.27
CKHawymgACfzDL3,1.18,1.86,13,8,53153.846153846156,7416.666666666667,0.21601228547903809,2.49,0.17,0.12
tIvuPJrJRG3tpL4,2.17,6.5,13,10,18807.69230769231,2230.769230769231,0.17844159407924468,2.58,0.41,0.3
gxRaISUfCLBSofc,1.08,1.3,13,12,12769.23076923077,7944.444444444444,0.05054172097384907,0.8,0.68,0.4
83sLQkRABR0y42B,2.17,4.33,13,12,25769.23076923077,2076.923076923077,0.32147266506169897,1.49,0.48,0.4
isY1T8wuABcxxkr,1.18,1.44,13,10,24523.076923076922,7227.272727272727,0.1068745492887907,0.35,0.46,0.31
aHp8u5qijXHdBUW,1.3,2.17,13,11,25576.923076923078,2846.153846153846,0.10406255712212256,1.01,0.52,0.4
gfadso2EdDkKcMX,1.3,1.86,13,8,61961.53846153846,6600.0,0.3747501530266574,3.12,0.59,0.51
eKB02IVc56dYLEm,1.0,1.18,13,8,22207.69230769231,6937.5,0.21403330809928794,3.22,0.53,0.36
cq76MajNhEmtDKz,1.44,2.17,13,12,22292.30769230769,1000.0,0.32485919207802433,4.27,0.41,0.35
OqzM5Nrzb7ndlg7,2.6,13.0,13,13,25115.384615384617,2153.846153846154,0.3624145890916307,3.87,0.28,0.24
6WvT73q3Tp1fy9Z,1.44,3.25,13,7,28076.923076923078,5000.0,0.3098778699167206,2.52,0.67,0.44
lrdK9ROMtKY7YEh,1.86,4.33,13,12,22746.153846153848,1692.3076923076924,0.14993650566333852,3.09,0.64,0.23
ozxivimsA2CxOax,1.0,1.18,13,7,58532.307692307695,6500.0,0.2621830664473961,2.63,0.43,0.33
0QYQ4fKuLizRiC8,1.3,1.86,13,11,22769.23076923077,5857.142857142857,0.33195125742815845,2.45,0.37,0.39
4icdEfbE2kagZVl,1.08,1.44,13,6,84692.30769230769,6611.111111111111,0.3968857459867489,3.71,0.54,0.36
7kcHpHBjkZflzyM,2.17,4.33,13,13,48076.92307692308,1000.0,0.22379335703857817,2.8,0.28,0.13
DeXjQrcTxTqAG7L,1.44,3.25,13,9,23038.46153846154,2846.153846153846,0.07593339084791381,2.04,0.52,0.17
AhtcqEkxdjSJtYX,1.08,1.18,13,13,27807.69230769231,6000.0,0.2974381407917006,4.23,0.49,0.25
awXFoxz8mzVvLWO,1.08,1.44,13,9,68692.30769230769,19166.666666666668,0.15567166401153987,2.41,0.45,0.14
eO7tgRR5dr0arcz,1.3,2.6,13,2,36852.307692307695,8500.0,0.2456173352911361,3.57,0.47,0.25
dnrq011oZYDCsxA,1.08,1.62,13,10,25409.23076923077,6400.0,0.16298682091288536,1.77,0.72,0.54
BhPaOUJKxuavnBt,1.18,1.86,13,8,29892.30769230769,6250.0,0.2729825023184024,1.48,0.36,0.31
km4tqTTWrZCgmpD,1.62,3.25,13,3,43230.769230769234,6153.846153846154,0.38031931047885975,4.4,0.52,0.4
MklK49GUumxMboJ,1.18,3.25,13,10,22653.846153846152,6666.666666666667,0.26065984976633333,3.26,0.47,0.29
RSqoHfaSrhaILu2,1.86,6.5,13,11,12323.076923076924,1576.923076923077,0.333895068701308,4.32,0.49,0.24
wBropjjGiea1856,4.33,13.0,13,12,26038.46153846154,2000.0,0.2756177413926187,2.19,0.28,0.27
OcGWnAGaRgI6JfB,1.08,1.62,13,12,32730.76923076923,8000.0,0.3341021330204706,5.3,0.41,0.14
DhQ3fqyHavyHpT2,1.08,1.44,13,8,46692.307692307695,7125.0,0.24110255072224346,4.09,0.49,0.26
SfTje8VKJ5FE8C2,1.18,1.62,13,12,49269.230769230766,7500.0,0.2517984493572556,3.01,0.62,0.39
HBe21e5BE9KtOvI,1.3,1.62,13,9,22038.46153846154,7571.428571428572,0.13229085660087744,1.46,0.46,0.3
SPXPk1rdagAtKut,1.0,1.44,13,9,55776.92307692308,8750.0,0.26460107987901554,3.24,0.56,0.28
APi3LcDXNCvapay,1.08,1.86,13,9,44846.153846153844,4923.076923076923,0.13127780189029065,0.9,0.56,0.4
3oLEJ2s8Rw4v0P0,1.08,1.86,13,11,28432.30769230769,5500.0,0.2554186975388395,3.24,0.42,0.22
CrIPGWioQWEXvUb,1.0,1.44,13,9,31307.69230769231,6954.545454545455,0.31737292302567266,2.81,0.47,0.36
45im8bjHUwH4xEl,2.6,4.33,13,8,23076.923076923078,3000.0,0.10879478764211528,2.35,0.63,0.34
esaYsl5zQDvxuDB,1.08,1.86,13,6,197115.38461538462,6227.272727272727,0.28754246067905187,3.41,0.45,0.2
04piF3ciJ9Revn3,1.18,1.86,13,10,21738.46153846154,6400.0,0.4202908738835396,4.27,0.33,0.25
VhMr9zfdhYbjAih,1.0,1.18,13,11,31898.46153846154,6666.666666666667,0.18382815044695514,3.42,0.7,0.36
tyeiYTj0uWdHUxT,1.0,1.44,13,7,17606.153846153848,6100.0,0.23973940594166687,2.73,0.55,0.36
H1XDCaLrEcH0jYX,1.86,3.25,13,11,20723.076923076922,2953.846153846154,0.05715610684853878,1.52,0.63,0.32
1UaDTGJ9wv58qf0,1.44,2.6,13,5,25269.23076923077,4730.7692307692305,0.197393572525919,2.9,0.5,0.28
CnrV5PlXlbrPPZh,1.3,1.86,13,8,75786.15384615384,7550.0,0.2380131618762856,2.71,0.47,0.41
M7lsiMCPnyVSjIz,1.08,1.3,13,13,26500.0,6300.0,0.10498283016883678,3.44,0.33,0.02
xIRtDHEjKejTDk1,1.3,2.17,13,12,32561.53846153846,4714.285714285715,0.35816149475159825,4.8,0.52,0.35
MZbQY2QtWx3qSZo,1.18,1.62,13,12,32607.69230769231,7000.0,0.0,0.47,0.6,0.33
tMvGXvsqwhVJXSm,1.08,1.3,13,8,32661.53846153846,6833.333333333333,0.12957399521365923,2.18,0.65,0.37
fOMswyjhFhYIPud,1.18,1.44,13,8,32769.230769230766,6714.285714285715,0.3215892870687252,3.63,0.42,0.34
rHnciBj9NayE5q0,1.86,6.5,13,12,29730.76923076923,1769.2307692307693,0.29226278508502995,3.96,0.42,0.26
pP1DfKKZBep8eHd,3.25,6.5,13,11,22576.923076923078,1000.0,0.44260084477657574,5.69,0.61,0.45
TfcwoNxzEuC5T5j,1.62,2.6,13,11,33023.07692307692,5153.846153846154,0.22515004210968653,3.92,0.5,0.2
q4tqLltCTNFnl2v,1.0,1.3,13,11,74538.46153846153,7458.333333333333,0.23832217844942,1.97,0.37,0.29
z4y0g7Bmg8TzUc9,4.33,13.0,13,12,37743.846153846156,900.0,0.34030108816885346,3.91,0.61,0.34
yW2yGrGXQOWgMZM,1.18,1.86,13,11,31286.153846153848,6000.0,0.3676192025258129,5.19,0.39,0.17
LUt9SlT25AhN6i9,1.18,1.62,13,9,25030.76923076923,5550.0,0.2666241583980957,2.81,0.71,0.49
RcTrKecebmyN9I3,1.08,1.44,13,11,65547.69230769231,7500.0,0.2791720352038797,3.1,0.44,0.3
pH7BoNwmTmqWDXy,1.3,1.86,13,2,73846.15384615384,8423.076923076924,0.35425894091141996,3.66,0.57,0.46
FXFTYfQIMYPWgTN,1.18,1.86,13,11,23461.53846153846,1615.3846153846155,0.29761868083817894,4.95,0.63,0.25
Kx4d79lvGglbqvM,1.62,3.25,13,12,31276.923076923078,1692.3076923076924,0.09114473528585026,1.35,0.49,0.27
zqKpppIgNpxxz7B,1.3,2.6,13,11,43346.153846153844,4615.384615384615,0.23829123092337606,3.55,0.56,0.21
B860FcKPokMEDd6,1.44,3.25,13,10,41286.153846153844,5269.2307692307695,0.23142850170281187,2.38,0.58,0.45
yOmHNckWIaa2Yr8,1.08,1.86,13,11,34290.769230769234,7318.181818181818,0.2079484165771347,1.34,0.46,0.4
vurSrJrgDNMGSec,1.0,1.3,13,7,29269.23076923077,9611.111111111111,0.22841395308715856,3.31,0.35,0.14
1jyMnvHndszHYYB,3.25,4.33,13,12,31769.23076923077,3000.0,0.2680029540863752,2.11,0.51,0.48
1RnxHuxivh2mZWu,1.18,1.86,13,9,37615.38461538462,6000.0,0.14048955453030207,0.86,0.48,0.45
1ILIv5rcVkSSjoi,1.18,1.62,13,9,50692.307692307695,3769.230769230769,0.2994937564820527,2.23,0.5,0.42
