user,item,item_group,rating
w8SFSImT9mQhQng,oKafX2DtIwg4Ale,29,4.0
qhlk0mNAvW5ZP78,oKafX2DtIwg4Ale,29,5.0
TI2jt4u8fcK9dVP,oKafX2DtIwg4Ale,29,5.0
p85bycKkGjFCrxh,oKafX2DtIwg4Ale,29,5.0
FuYU3Q3xxC63NEm,oKafX2DtIwg4Ale,29,1.0
psBWCx50NnVx8rY,24V7BcQpzWxc3eY,7,5.0
XdmbvUVo0fSEZj2,atr91h3ShlEVZ5F,3,4.0
NEthwbhxH2wEorX,muO8dLJdEhQIUH7,28,4.0
XnPW66KTKYqBUSC,muO8dLJdEhQIUH7,28,5.0
oQoLvNIyDxG1Nbh,v48nAkuTN0wMd68,34,5.0
Nj682xfv7Kv5B86,v48nAkuTN0wMd68,34,2.0
54oPEYak7VYVxQv,v48nAkuTN0wMd68,34,4.0
1zrxjKIASRFiu3y,v48nAkuTN0wMd68,34,5.0
NEthwbhxH2wEorX,6uLCtWSMYTqZWbC,30,4.0
aU2onyCJrCEjRIY,6uLCtWSMYTqZWbC,30,3.0
KKWyYp3OQ3T8daH,6uLCtWSMYTqZWbC,30,5.0
TvPBwxaihpSz8dt,6uLCtWSMYTqZWbC,30,5.0
YrCeBGtofx2AxLu,6uLCtWSMYTqZWbC,30,5.0
XdmbvUVo0fSEZj2,qz2LsoF5gJB4KSs,3,3.0
u0WZX2zUSYKrdEF,opy5yjEnMQ1V2yt,10,5.0
okWqQfUXKrhjX7I,yDWDT7bLmGQZi91,36,5.0
rk155ipXEkePP3y,TSOYujbBKWGaIIQ,24,3.0
InA1lF6K7cOwiQk,TSOYujbBKWGaIIQ,24,5.0
5AT49toVDSYHZoa,zkPG8MsvpWfvCPZ,3,4.0
9Z7SFygeLhnBUms,wNRV4sZxNxE8ltj,13,5.0
SJapFxLQpL0rPMn,wNRV4sZxNxE8ltj,13,4.0
YBEuKzvneVk6AYv,INqzjxPkrbEu1pr,39,2.0
Zqj29g8jHKyPw6b,nXryIQF3UVb50y3,7,5.0
oi2ut5f6cvXqQXA,M2XKHh7dBcxQPH4,9,5.0
uKgEqnVUwlYXhQZ,M2XKHh7dBcxQPH4,9,4.0
UGZtxkGCRWd5y86,M2XKHh7dBcxQPH4,9,2.0
t9cCf5qDwavybr4,M2XKHh7dBcxQPH4,9,4.0
H3XfuMKiNWyEMJS,2O4FmpR18WDkAO1,26,4.0
3HVngVpyCuSK8Ub,2O4FmpR18WDkAO1,26,5.0
rxS93P5o0UACyov,o0a94mpZ4gQ7VHH,17,5.0
j47w6AGmAIuXimD,o0a94mpZ4gQ7VHH,17,1.0
COOxmNJ44M4EuLL,vbSqVMndWN1Hlmn,44,3.0
hMXmXxNF94gelk8,E1vBMTg1QoH5iYR,46,5.0
ABUEOfECo5XyAqu,E1vBMTg1QoH5iYR,46,5.0
D6bVMlnNj5NI86C,E1vBMTg1QoH5iYR,46,5.0
854jKRJpfdmE40Q,E1vBMTg1QoH5iYR,46,5.0
740GNOoTVYtwh5B,E1vBMTg1QoH5iYR,46,5.0
pImhXTAFRHbvHsc,E1vBMTg1QoH5iYR,46,5.0
23APVzWKHHRkY8L,E1vBMTg1QoH5iYR,46,5.0
IgWElnlXpwiyp0W,E1vBMTg1QoH5iYR,46,5.0
IQ2B5f39f9RSD2J,E1vBMTg1QoH5iYR,46,5.0
7kzEvfy2TaMUyUy,WvD2D3JVhIakcxW,25,5.0
KDPbfgDoSPmXNVv,WvD2D3JVhIakcxW,25,5.0
LJb4xXs6sqJ2JZ0,WvD2D3JVhIakcxW,25,5.0
C5zhTAwipkg6PcG,WvD2D3JVhIakcxW,25,5.0
e4gd6zWNOE4vXrM,WvD2D3JVhIakcxW,25,4.0
f9vSSFjzLoqQb4b,WvD2D3JVhIakcxW,25,2.0
7EBdNHajgCKRgMM,WvD2D3JVhIakcxW,25,5.0
kYk1JMU8nCljVam,7cCl72CKim4tvTn,23,5.0
apZGujybhYapWbK,jrAEwuzYiJjkIdU,2,5.0
yUhe9g4CeA3uJky,M48L1a31han2yQR,12,4.0
s7XPN8a19ALhoPL,M48L1a31han2yQR,12,4.0
yHkju8Ok2Ah7B8Z,M48L1a31han2yQR,12,4.0
mo2ICrcWuUIERVi,M48L1a31han2yQR,12,4.0
Oa15XD9riblSLxU,M48L1a31han2yQR,12,5.0
2zVHZVc7CHkOh0P,M48L1a31han2yQR,12,5.0
d54JRjbopS7uTNn,M48L1a31han2yQR,12,3.0
J3At9JofVai70aA,M48L1a31han2yQR,12,3.0
3dDXuAFGSowOKl3,M48L1a31han2yQR,12,5.0
Egmy13JbKiPb0QG,M48L1a31han2yQR,12,4.0
23APVzWKHHRkY8L,M48L1a31han2yQR,12,2.0
XhuQiKekiA2yHeR,M48L1a31han2yQR,12,4.0
jWaH7AEUlmpIspo,M48L1a31han2yQR,12,5.0
wcuwFmwyPIbQPtb,M48L1a31han2yQR,12,5.0
cCwRuKlZz2ZFxsP,M48L1a31han2yQR,12,5.0
rTJwrDM1ZeNBokj,M48L1a31han2yQR,12,2.0
MUBbzmMH6ODMeNU,oBqGJZnQsv67Q0g,11,5.0
jxmDSUAzAqKzswt,WZ69YISlEjzHQDi,0,2.0
dnjt1cVh8T6AGii,XPB7xleYnSUKXyN,9,5.0
1p1Xu7s1Z7Z8LgM,BK9k9sAaYapHdqn,29,5.0
ZIiEKaHAErCg6xH,BK9k9sAaYapHdqn,29,5.0
F7sD6vlHEcPwRsq,BK9k9sAaYapHdqn,29,4.0
mwHSK7VKzBVJqJ1,BK9k9sAaYapHdqn,29,3.0
O2o9Fdz5ZqF8fbQ,limZSAvDzgl8vmw,36,5.0
u0XxCg3ZAJTO6Te,SE8I1G0q1ZpZuMV,43,5.0
gLjghqTmNJv8Tpr,qsUYRmDXDu0uVaH,12,5.0
vUPEJ999G7spyeq,qsUYRmDXDu0uVaH,12,5.0
oxhauWuExMt3Vbv,zCl1E7zflAM37T5,13,5.0
ocwk5iBmBUFiNGw,xmRgxfjnOBd1sc3,19,5.0
MpTbjqOyjx9kUX5,xmRgxfjnOBd1sc3,19,3.0
HY1XCLZ1yOZVol2,xmRgxfjnOBd1sc3,19,5.0
7tuYKdtqKuNIJBJ,xmRgxfjnOBd1sc3,19,4.0
erJE9kMOAlnuKCE,xmRgxfjnOBd1sc3,19,5.0
rWQnROQfu3fpXYc,srx1TJDiFLZl5AN,29,5.0
tgTDtuOJBSDPGXQ,srx1TJDiFLZl5AN,29,5.0
qhlk0mNAvW5ZP78,srx1TJDiFLZl5AN,29,5.0
WkmGqtP5tVA4aJz,srx1TJDiFLZl5AN,29,4.0
Qx3onFc9zE1pPij,j4H9PLV3XTsGrwV,15,1.0
wTH0aBa3aACn5p4,j4H9PLV3XTsGrwV,15,3.0
J0xQe8iNOGp73Oo,j4H9PLV3XTsGrwV,15,5.0
QbejkOfvsk5r0rb,j4H9PLV3XTsGrwV,15,5.0
DAhc8yV4Raf0FVz,j4H9PLV3XTsGrwV,15,5.0
mNptnarq0O7VzQ5,7MQJci1i5tUhlHd,9,5.0
IpEIsXoSmPXiBBb,7MQJci1i5tUhlHd,9,5.0
d54JRjbopS7uTNn,7MQJci1i5tUhlHd,9,5.0
HO9OXc8pSdgCCuK,7MQJci1i5tUhlHd,9,4.0
XdmbvUVo0fSEZj2,7MQJci1i5tUhlHd,9,3.0
cblt3PLG20fgHrb,7MQJci1i5tUhlHd,9,3.0
LXgKPCDMS1AOJ1v,7MQJci1i5tUhlHd,9,3.0
pvyRkZUn107KXYv,FWWU9I1KoXcFEjL,43,3.0
8hDxDTgvy3rlNxV,9Ol2X9ONIp1TKMr,21,5.0
dzRBYB0FMjMFWY9,YiTS5u9QoKSxpRS,0,4.0
Bgx3W1BEndKoHak,YiTS5u9QoKSxpRS,0,3.0
s7TSuEeN2t03GUI,aEZQner7SSrVTCf,7,5.0
xQjNHCiUI7ok62a,aEZQner7SSrVTCf,7,3.0
psBWCx50NnVx8rY,aEZQner7SSrVTCf,7,5.0
9qVN5tvGuFvSfzc,R8KVgL2jDWoDoya,2,5.0
FDv08BszZ9UasMU,R8KVgL2jDWoDoya,2,4.0
U6uWLqzEqBWIE9T,7TSYPX5v9dU4kzx,31,4.0
Wd8nLHCBHI6T7lo,qNfXw5x2YjGbMje,24,3.0
gWcAb6yqZXrNZlf,TVSW6Vukhj3EJOr,44,5.0
cqZu38SHrFqMxPz,PhTqxUP2WUXryvS,17,5.0
zyRMFLOe9YAxpAL,PhTqxUP2WUXryvS,17,5.0
AJAlONp2QMyZO8B,PhTqxUP2WUXryvS,17,5.0
3wXghxCoKjc85DU,PhTqxUP2WUXryvS,17,5.0
hzfHsJsyGKRfgsz,PhTqxUP2WUXryvS,17,5.0
mwHSK7VKzBVJqJ1,PhTqxUP2WUXryvS,17,5.0
JaI14RglXkSqW6K,PhTqxUP2WUXryvS,17,4.0
wg1SyUwLsv08wQf,PhTqxUP2WUXryvS,17,5.0
qhlk0mNAvW5ZP78,d9nMqO1igmuBFrH,29,5.0
UeTJNc1DMZjgsKW,8t47KmICYwC7UhE,44,2.0
b7Qnd5YBAKx4sbY,NuBFYMfa13AJKHf,7,2.0
XdmbvUVo0fSEZj2,3JGmdKAcVFEHMD0,3,4.0
BBfKISivdryJswv,orlDCwg8157JPCQ,2,5.0
XYS5uidtuDkZCBf,orlDCwg8157JPCQ,2,4.0
pnVqfKtleiyJLyK,orlDCwg8157JPCQ,2,4.0
hSgJ3F4081qOUhX,orlDCwg8157JPCQ,2,3.0
RvCH7zTinxLPy41,orlDCwg8157JPCQ,2,3.0
YrCeBGtofx2AxLu,KKDZZ2hoUUZQncC,3,5.0
YrCeBGtofx2AxLu,kX41Ky9h0pUBVWr,3,5.0
MpTbjqOyjx9kUX5,61yi4fumuYM8wiM,11,5.0
M1qjhhrN0sdnJ39,61yi4fumuYM8wiM,11,5.0
LK3NGW8jOXbbt76,61yi4fumuYM8wiM,11,5.0
7EBdNHajgCKRgMM,61yi4fumuYM8wiM,11,5.0
cKOuHgnzFwaK3Iu,61yi4fumuYM8wiM,11,1.0
dSRQkkLgpC5KEwO,6KoNWBzN1lahUOK,5,4.0
pL7O40mrjb6u8bi,6KoNWBzN1lahUOK,5,5.0
SXjqI7axp89BpEK,t1Ejz3xLuuMCPWG,39,3.0
SXjqI7axp89BpEK,sgUmm0KI1aewfc5,39,3.0
WJyTR8To9arg7zn,zliiuvyJ4AIpNj3,5,5.0
NEthwbhxH2wEorX,TXygYwDbH63dcrR,28,4.0
XnPW66KTKYqBUSC,TXygYwDbH63dcrR,28,5.0
aCq2d3hr2zP6SSL,u0TR8VJu7Ihl1j7,11,5.0
Wd8nLHCBHI6T7lo,u0TR8VJu7Ihl1j7,11,5.0
ZIiEKaHAErCg6xH,u0TR8VJu7Ihl1j7,11,5.0
9jiiSjjKyzNFBfH,u0TR8VJu7Ihl1j7,11,3.0
dmrgQsvYrO3MfBJ,u0TR8VJu7Ihl1j7,11,5.0
M1qjhhrN0sdnJ39,u0TR8VJu7Ihl1j7,11,5.0
TNQ7kIaBfrqFIrR,LW8LwKHokTxgPuH,28,5.0
4e6LtE7zwkl9rP1,LW8LwKHokTxgPuH,28,5.0
NEthwbhxH2wEorX,LW8LwKHokTxgPuH,28,4.0
Oy3u9jxIJlrD9FM,LW8LwKHokTxgPuH,28,5.0
XnzQ2hNNurOo8UP,LW8LwKHokTxgPuH,28,5.0
aU2onyCJrCEjRIY,LW8LwKHokTxgPuH,28,5.0
cblt3PLG20fgHrb,LW8LwKHokTxgPuH,28,3.0
uGgxXpagzCCqHR9,LW8LwKHokTxgPuH,28,5.0
din1BwhJVt3pJGU,LW8LwKHokTxgPuH,28,4.0
u75E7cQGAYQpZQ2,LW8LwKHokTxgPuH,28,5.0
3W3ShVABt6jZf5W,LW8LwKHokTxgPuH,28,5.0
7EVqB82HCospMpD,LW8LwKHokTxgPuH,28,5.0
P7SAQ7Ciw242VDH,LW8LwKHokTxgPuH,28,2.0
B7av49lo26Oz3wZ,LW8LwKHokTxgPuH,28,3.0
DAhc8yV4Raf0FVz,LW8LwKHokTxgPuH,28,1.0
5i4GyDxrqg5NMvV,nxXe2ugCzOxwfkt,18,5.0
bEVybUfjir1eGcM,nxXe2ugCzOxwfkt,18,5.0
0EimUBrQzwyLfYN,nxXe2ugCzOxwfkt,18,5.0
ki4SAMbF89mzKEg,nxXe2ugCzOxwfkt,18,4.0
1yPkDKvX8K5NMK0,nxXe2ugCzOxwfkt,18,5.0
XQhV1y8DDwi6Cpk,nxXe2ugCzOxwfkt,18,1.0
5i4GyDxrqg5NMvV,YX9mMj7vsagw4AS,18,5.0
bEVybUfjir1eGcM,YX9mMj7vsagw4AS,18,5.0
0EimUBrQzwyLfYN,YX9mMj7vsagw4AS,18,5.0
ki4SAMbF89mzKEg,YX9mMj7vsagw4AS,18,4.0
1yPkDKvX8K5NMK0,YX9mMj7vsagw4AS,18,5.0
XQhV1y8DDwi6Cpk,YX9mMj7vsagw4AS,18,1.0
u4nZIKv8J2r13ld,Jz8Dm0AkvkAs0Zs,10,5.0
LkJ97vL6L3M4qX5,WDD9pjoz1ThNBqK,9,5.0
dCXqzmvcQPxRYQL,WDD9pjoz1ThNBqK,9,5.0
0fYRjYwqMKhSY3q,oNWb7Q3I6Tb3rGf,44,2.0
lt2H1BFsgUuOXKm,oNWb7Q3I6Tb3rGf,44,2.0
bTxhPS2E2dccZ58,NBRw6pkg5jDnIHy,44,1.0
JaI14RglXkSqW6K,NBRw6pkg5jDnIHy,44,2.0
Egmy13JbKiPb0QG,Oa0KxTLorGo31bT,21,5.0
Egmy13JbKiPb0QG,Du8f1IKK3tie7Em,21,5.0
SHaPB2ImbyiYOdd,bocWAyUSMqE8g8n,12,5.0
orvs74jFIJpuIil,bocWAyUSMqE8g8n,12,5.0
QKfjB8IsJ7qh2W8,bocWAyUSMqE8g8n,12,5.0
854jKRJpfdmE40Q,bocWAyUSMqE8g8n,12,5.0
cblt3PLG20fgHrb,bocWAyUSMqE8g8n,12,3.0
hsgkBaNIP3zUyv3,bocWAyUSMqE8g8n,12,5.0
1z7Uxeej5a3l38O,bocWAyUSMqE8g8n,12,5.0
rqgnRbkkHmAkIdW,XRkjvGVJalBk0tJ,9,5.0
mR1jG5TCv1weQZ6,XRkjvGVJalBk0tJ,9,5.0
LQzkUujWWgn3gFV,hnuwcCfTBL49eBP,1,5.0
7PTrHgdOnTt8t8l,lqaefwcs4fyUDsD,3,1.0
s36xsVfCw9mNmZE,mnY85CnAbyMMCai,0,4.0
NvGaGGBUBsqfpq0,mnY85CnAbyMMCai,0,5.0
RpONEMIMWem02xE,mnY85CnAbyMMCai,0,5.0
980aia7iGYiqt9X,p6KO5VnIQoJ6XYT,37,4.0
KruA9g7jl7sIv8i,jl2bUlsut4vdYlQ,34,5.0
cfhTo032rTtEkLe,jl2bUlsut4vdYlQ,34,5.0
980aia7iGYiqt9X,dSM6sFoOLKb4vhf,34,4.0
KruA9g7jl7sIv8i,dSM6sFoOLKb4vhf,34,4.0
MpY6niFOIe3loWR,dSM6sFoOLKb4vhf,34,5.0
fBy00YJcusdoLWR,dSM6sFoOLKb4vhf,34,5.0
FJngFNbDEhgZ1Ww,dSM6sFoOLKb4vhf,34,4.0
kGkYU9RsGFgITZK,dSM6sFoOLKb4vhf,34,5.0
iAXleYQQ2EAj5yl,dSM6sFoOLKb4vhf,34,1.0
JLAsfvm2msx1Upm,dSM6sFoOLKb4vhf,34,3.0
a9Hp0TdAoPQ9rC4,dSM6sFoOLKb4vhf,34,4.0
mZfJylSkSyz5Y1Y,dSM6sFoOLKb4vhf,34,5.0
pez0thsTyiqi3UX,dSM6sFoOLKb4vhf,34,1.0
ippnAjnOK5f2JAC,dSM6sFoOLKb4vhf,34,5.0
N9xhb0bVJBz2N1l,dSM6sFoOLKb4vhf,34,1.0
lTrg7Yx7z5ctVBc,dSM6sFoOLKb4vhf,34,5.0
b65FEnrmTI94eFA,dSM6sFoOLKb4vhf,34,2.0
P7SAQ7Ciw242VDH,dSM6sFoOLKb4vhf,34,4.0
1zrxjKIASRFiu3y,dSM6sFoOLKb4vhf,34,5.0
980aia7iGYiqt9X,ILEi2Dv2Rc4iqGD,34,4.0
KruA9g7jl7sIv8i,ILEi2Dv2Rc4iqGD,34,4.0
MpY6niFOIe3loWR,ILEi2Dv2Rc4iqGD,34,5.0
fBy00YJcusdoLWR,ILEi2Dv2Rc4iqGD,34,5.0
FJngFNbDEhgZ1Ww,ILEi2Dv2Rc4iqGD,34,4.0
kGkYU9RsGFgITZK,ILEi2Dv2Rc4iqGD,34,5.0
iAXleYQQ2EAj5yl,ILEi2Dv2Rc4iqGD,34,1.0
JLAsfvm2msx1Upm,ILEi2Dv2Rc4iqGD,34,3.0
a9Hp0TdAoPQ9rC4,ILEi2Dv2Rc4iqGD,34,4.0
mZfJylSkSyz5Y1Y,ILEi2Dv2Rc4iqGD,34,5.0
pez0thsTyiqi3UX,ILEi2Dv2Rc4iqGD,34,1.0
ippnAjnOK5f2JAC,ILEi2Dv2Rc4iqGD,34,5.0
N9xhb0bVJBz2N1l,ILEi2Dv2Rc4iqGD,34,1.0
lTrg7Yx7z5ctVBc,ILEi2Dv2Rc4iqGD,34,5.0
b65FEnrmTI94eFA,ILEi2Dv2Rc4iqGD,34,2.0
P7SAQ7Ciw242VDH,ILEi2Dv2Rc4iqGD,34,4.0
1zrxjKIASRFiu3y,ILEi2Dv2Rc4iqGD,34,5.0
9GrNQs6OmpyxP58,UMrunTLoTWXCyGm,44,1.0
pvyRkZUn107KXYv,bvnGOLKp0FKP1Me,43,4.0
ELWCJcXsXfk5W1X,Zm1aIm7apWGBA8i,5,5.0
Smkc1VRsKohrd3R,Zm1aIm7apWGBA8i,5,5.0
dSRQkkLgpC5KEwO,Zm1aIm7apWGBA8i,5,5.0
EmojafVScjcDobD,BxxaZxmHOChjw57,0,5.0
yUHWYL4Cbyxu40Y,vpzi63EWLTFCBJN,26,5.0
WQhLPRnRzn45BMg,5XxgQGEOGlvGmwQ,30,5.0
h8OlP6GBv246zpm,rB9CFhlPQaKJ4gd,11,5.0
MUBbzmMH6ODMeNU,rB9CFhlPQaKJ4gd,11,5.0
maVd1pOd3mrlQew,rB9CFhlPQaKJ4gd,11,4.0
oojXZBBJf3kKfJD,rB9CFhlPQaKJ4gd,11,4.0
djsxfjpypdYWUaa,q7geNwUfFuZwZqb,46,4.0
hMXmXxNF94gelk8,q7geNwUfFuZwZqb,46,5.0
KDPbfgDoSPmXNVv,q7geNwUfFuZwZqb,46,5.0
854jKRJpfdmE40Q,q7geNwUfFuZwZqb,46,5.0
IgWElnlXpwiyp0W,q7geNwUfFuZwZqb,46,5.0
IQ2B5f39f9RSD2J,q7geNwUfFuZwZqb,46,5.0
LJb4xXs6sqJ2JZ0,7UVfSgPGWc7EZPO,12,5.0
854jKRJpfdmE40Q,7UVfSgPGWc7EZPO,12,5.0
Vzix22UkmUQAxhk,E9NVDF9mNu3YSP8,13,4.0
TAdYJV9MDqPQSAN,uGmKRfcYDk8kRNb,0,4.0
BarUVSEBNLJoxIL,sZyY8SugPrMhZOS,10,5.0
54oPEYak7VYVxQv,sZyY8SugPrMhZOS,10,5.0
fsXGSbFzK1bqxki,sZyY8SugPrMhZOS,10,5.0
BfngCBsGLCfHV9I,3sjtNaBI79hJqFP,10,5.0
zb14nqWd0Rjoud1,q1RCk5PDKKuq3iw,19,5.0
LeOzOLPxfBmB7cw,q1RCk5PDKKuq3iw,19,5.0
yUhe9g4CeA3uJky,tuknqYZZMNbE5D1,12,4.0
14kmVCLuX5sq0Ms,TgyPi57d6z2gtCW,21,4.0
iT2Ek2p3uiQuPxN,TgyPi57d6z2gtCW,21,4.0
